"Division","Game ID","Date","Time","Venue","Home Team","Away Team","Game Status"
"U15 - B1","HLU15B144","2021-12-18","18:00","BLACKBURN","BLACKBURN STINGERS U15 B1","LEITRIM HAWKS U15 B4",""
"U15 - A","HLU15A46","2021-12-18","19:00","BLACKBURN","BLACKBURN STINGERS U15 A1","GLOUCESTER CENTRE COUGARS U15A1",""
"U18 - B2","HLU18270","2021-12-18","20:00","BLACKBURN","BLACKBURN STINGERS U18 B2","METCALFE JETS U18 B2",""
"U18 - B2","HLU18271","2021-12-18","21:00","BLACKBURN","GLOUCESTER CENTRE COUGARS U18 B1","ORLEANS RUSH U18 B2",""
"U9 - B","HLU9B084","2021-12-19","09:00","RUSSELL HALF ICE 2","RUSSELL WARRIORS U9 B2","RUSSELL WARRIORS U9 B1",""
"U9 - A","HLU9A017","2021-12-19","09:00","RUSSELL HALF ICE 1","RUSSELL WARRIORS U9 A1","BLACKURN STINGERS U9 A1",""
"U11 - C","HLU11C30","2021-12-19","10:00","RUSSELL","RUSSELL WARRIORS U11 C1","BLACKBURN STINGERS U11 C1",""
"U9 - C","HLU9C047","2021-12-19","11:30","BARRETT WEST HALF ICE 2","LEITRIM HAWKS U9 C2","LEITRIM HAWKS U9 C1",""
"U9 - B","HLU9B080","2021-12-19","11:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 B1","GLOUCESTER CENTRE COUGARS U9 B1",""
"U18 - B2","HLU18241","2021-12-19","12:00","BLACKBURN","METCALFE JETS U18 B2","BLACKBURN STINGERS U18 B2",""
"U9 - B","HLU9B081","2021-12-19","12:30","BARRETT WEST HALF ICE 2","LEITRIM HAWKS U9 B2","LEITRIM HAWKS U9 B4",""
"U9 - A","HLU9A036","2021-12-19","12:30","BARRETT WEST HALF ICE 1","METCALFE JETS U9 A1","LEITRIM HAWKS U9 A2",""
"U13 - B","HLU13B70","2021-12-19","13:30","BARRETT WEST","LEITRIM HAWKS U13 B2","RUSSELL WARRIORS U13 B2",""
"U9 - C","HLU9C043","2021-12-19","14:00","POTVIN HALF ICE 2","GLOUCESTER CENTRE COUGARS U9C1","METCALFE JETS U9 C2",""
"U15 - B1","HLU15B147","2021-12-19","14:30","BARRETT WEST","LEITRIM HAWKS U15 B4","RUSSELL WARRIORS U15 B1",""
"U13 - C","HLU13C35","2021-12-19","15:00","EMBRUN","EMBRUN PANTHERS U13 C1","RUSSELL WARRIORS U13 C1",""
"U11 - C","HLU11C29","2021-12-19","15:00","METCALFE","METCALFE JETS U11 C1","LEITRIM HAWKS U11 C1",""
"U15 - B1","HLU15B149","2021-12-19","15:00","SENECAL","BLACKBURN STINGERS U15 B1","ORLEANS RUSH U15 B1",""
"U15 - B2","HLU15B247","2021-12-19","15:30","BARRETT WEST","LEITRIM HAWKS U15 B3","LEITRIM HAWKS U15 B2",""
"U11 - B","HLU11B143","2021-12-19","16:00","METCALFE","LEITRIM HAWKS U11 B3","METCALFE JETS U11 B2",""
"U15 - A","HLU15A33","2021-12-19","16:00","SENECAL","LEITRIM HAWKS U15 A2","GLOUCESTER CENTRE COUGARS U15A1",""
"U18 - B1","HLU18B137","2021-12-19","16:00","RUSSELL","ORLEANS RUSH U18 B3","ORLEANS RUSH U18 B1",""
"U15 - B1","HLU15B148","2021-12-19","17:00","METCALFE","METCALFE JETS U15 B1","LEITRIM HAWKS U15 B1",""
"U15 - B2","HLU15B249","2021-12-19","17:00","SENECAL","BLACKBURN STINGERS U15 B2","GLOUCESTER CENTRE COUGARS U15 B2",""
"U18 - A","HLU18A061","2021-12-19","17:00","RUSSELL","RUSSELL WARRIORS U18 A1","LEITRIM HAWKS U18 A1",""
"U15 - A","HLU15A48","2021-12-19","18:00","METCALFE","METCALFE JETS U15 A1","LEITRIM HAWKS U15 A1",""
"U15 - B2","HLU15B248","2021-12-19","18:00","RAY FRIEL 1","ORLEANS RUSH U15 B3","ORLEANS RUSH U15 B2",""
"U11 - B","HLU11B159","2021-12-19","18:00","BLACKBURN","GLOUCESTER CENTRE COUGARS U11 B1","LEITRIM HAWKS U11 B1",""
"U13 - C","HLU13C36","2021-12-19","19:00","BLACKBURN","ORLEANS RUSH U13 C1","BLACKBURN STINGERS U13 C1",""
"U18 - B1","HLU18B170","2021-12-19","20:00","BLACKBURN","BLACKBURN STINGERS U18 B1","RUSSELL WARRIORS U18 B1",""
"U18 - B1","HLU18B171","2021-12-21","20:00","RUSSELL","RUSSELL WARRIORS U18 B1","ORLEANS RUSH U18 B3",""
"U18 - A","HLU18A062","2021-12-21","21:00","RUSSELL","RUSSELL WARRIORS U18 A1","METCALFE JETS U18 A1",""
"U18 - B1","HLU18B172","2021-12-22","20:00","ARMSTRONG","LEITRIM HAWKS U18 B5","LEITRIM HAWKS U18 B1",""
"U18 - A","HLU18A060","2021-12-22","21:00","ARMSTRONG","BLACKBURN STINGERS U18 A1","ORLEANS RUSH U18 A1",""
"U18 - B1","HLU18B173","2022-01-03","20:00","BLACKBURN","ORLEANS RUSH U18 B3","RUSSELL WARRIORS U18 B1",""
"U18 - A","HLU18A064","2022-01-03","21:00","BLACKBURN","BLACKBURN STINGERS U18 A1","RUSSELL WARRIORS U18 A1",""
"U21","HLU21B41","2022-01-03","21:00","BARRETT WEST","LEITRIM HAWKS U21 B1","GLOUCESTER CENTRE COUGARS U21B",""
"U18 - B1","HLU18B174","2022-01-04","20:00","METCALFE","METCALFE JETS U18 B1","BLACKBURN STINGERS U18 B1",""
"U18 - A","HLU18A065","2022-01-04","21:00","METCALFE","METCALFE JETS U18 A1","LEITRIM HAWKS U18 A2",""
"U15 - B1","HLU15B150","2022-01-05","20:00","BLACKBURN","BLACKBURN STINGERS U15 B1","LEITRIM HAWKS U15 B4",""
"U15 - A","HLU15A50","2022-01-05","21:00","BLACKBURN","GLOUCESTER CENTRE COUGARS U15A1","ORLEANS RUSH U15 A1",""
"U21","HLU21B42","2022-01-05","21:00","BARRETT WEST","LEITRIM HAWKS U21 B2","CLARENCE CASTORS U21 B1",""
"U13 - B","HLU13B73","2022-01-07","18:00","ARMSTRONG","GLOUCESTER CENTRE COUGARS U13B1","GLOUCESTER CENTRE COUGARS U13B2",""
"U13 - B","HLU13B74","2022-01-07","18:00","METCALFE","METCALFE JETS U13 B1","ORLEANS RUSH U13 B1",""
"U18 - B1","HLU18B177","2022-01-07","19:00","RUSSELL","RUSSELL WARRIORS U18 B1","LEITRIM HAWKS U18 B1",""
"U18 - B2","HLU18273","2022-01-07","19:00","METCALFE","METCALFE JETS U18 B2","LEITRIM HAWKS U18 B4",""
"U15 - A","HLU15A51","2022-01-07","20:00","SENECAL","ORLEANS RUSH U15 A1","LEITRIM HAWKS U15 A1",""
"U18 - A","HLU18A068","2022-01-07","20:00","RUSSELL","RUSSELL WARRIORS U18 A1","ORLEANS RUSH U18 A1",""
"U18 - B2","HLU18274","2022-01-07","20:00","POTVIN","GLOUCESTER CENTRE COUGARS U18 B1","LEITRIM HAWKS U18 B2",""
"U18 - B1","HLU18B175","2022-01-07","20:30","BARRETT WEST","LEITRIM HAWKS U18 B5","ORLEANS RUSH U18 B3",""
"U18 - A","HLU18A067","2022-01-07","21:00","POTVIN","GLOUCESTER CENTRE COUGARS U18 A1","BLACKBURN STINGERS U18 A1",""
"U18 - B1","HLU18B176","2022-01-07","21:00","SENECAL","ORLEANS RUSH U18 B1","BLACKBURN STINGERS U18 B1",""
"U18 - A","HLU18A066","2022-01-07","21:30","BARRETT WEST","LEITRIM HAWKS U18 A2","LEITRIM HAWKS U18 A1",""
"U11 - C","HLU11C32","2022-01-08","10:00","BLACKBURN","ORLEANS RUSH U11 C1","METCALFE JETS U11 C1",""
"U9 - B","HLU9B086","2022-01-08","10:30","BARRETT WEST HALF ICE 2","LEITRIM HAWKS U9 B2","METCALFE JETS U9 B3",""
"U9 - C","HLU9C049","2022-01-08","10:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 C1","LEITRIM HAWKS U9 C2",""
"U13 - A","HLU13A31","2022-01-08","11:00","BLACKBURN","BLACKBURN STINGERS U13 A1","LEITRIM HAWKS U13 A1",""
"U9 - B","HLU9B085","2022-01-08","11:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 B1","ORLEANS RUSH U9 B2",""
"U9 - B","HLU9B087","2022-01-08","11:30","BARRETT WEST HALF ICE 2","LEITRIM HAWKS U9 B3","RUSSELL WARRIORS U9 B1",""
"U15 - B1","HLU15B152","2022-01-08","12:00","RUSSELL","RUSSELL WARRIORS U15 B1","METCALFE JETS U15 B1",""
"U11 B2 (New For 2022)","HLU11B262","2022-01-08","12:00","METCALFE","METCALFE JETS U11 B2","ORLEANS RUSH U11 B1",""
"U11 - C","HLU11C31","2022-01-08","12:30","BARRETT WEST","LEITRIM HAWKS U11 C1","BLACKBURN STINGERS U11 C1",""
"U11 - A","HLU11A25","2022-01-08","13:00","METCALFE","METCALFE JETS U11 A1","LEITRIM HAWKS U11 A1",""
"U15 - A","HLU15A53","2022-01-08","13:00","RUSSELL","RUSSELL WARRIORS U15 A1","BLACKBURN STINGERS U15 A1",""
"U11 B2 (New For 2022)","HLU11B261","2022-01-08","13:30","BARRETT WEST","LEITRIM HAWKS U11 B1","LEITRIM HAWKS U11 B2",""
"U15 - A","HLU15A52","2022-01-08","14:00","METCALFE","METCALFE JETS U15 A1","LEITRIM HAWKS U15 A2",""
"U15 - B2","HLU15B250","2022-01-08","14:00","SENECAL","ORLEANS RUSH U15 B2","LEITRIM HAWKS U15 B3",""
"U11 B1 (New For 2022)","HLU11B161","2022-01-08","14:30","BARRETT WEST","LEITRIM HAWKS U11 B3","GLOUCESTER CENTRE COUGARS U11 B2",""
"U15 - B2","HLU15B251","2022-01-08","15:00","SENECAL","ORLEANS RUSH U15 B3","METCALFE JETS U15 B2",""
"U15 - B1","HLU15B151","2022-01-08","16:00","SENECAL","GLOUCESTER CENTRE COUGARS U15B1","LEITRIM HAWKS U15 B1",""
"U18 - B2","HLU18276","2022-01-08","17:00","SENECAL","BLACKBURN STINGERS U18 B2","LEITRIM HAWKS U18 B4",""
"U18 - B2","HLU18275","2022-01-08","17:30","BARRETT WEST","LEITRIM HAWKS U18 B2","RUSSELL WARRIORS U18 B2",""
"U18 - B1","HLU18B180","2022-01-08","18:00","SENECAL","ORLEANS RUSH U18 B3","LEITRIM HAWKS U18 B3",""
"U18 - B1","HLU18B178","2022-01-08","18:30","BARRETT WEST","LEITRIM HAWKS U18 B5","METCALFE JETS U18 B1",""
"U18 - B1","HLU18B179","2022-01-08","19:30","BARRETT WEST","LEITRIM HAWKS U18 B1","ORLEANS RUSH U18 B1",""
"U9 - B","HLU9B091","2022-01-09","09:00","RUSSELL HALF ICE 2","RUSSELL WARRIORS U9 B2","BLACKBURN STINGERS U9 B1",""
"U9 - C","HLU9C052","2022-01-09","09:00","RUSSELL HALF ICE 1","RUSSELL WARRIORS U9 C1","GLOUCESTER CENTRE COUGARS U9C1",""
"U13 - B","HLU13B78","2022-01-09","10:00","RUSSELL","RUSSELL WARRIORS U13 B1","LEITRIM HAWKS U13 B3",""
"U11 B1 (New For 2022)","HLU11B162","2022-01-09","11:00","BLACKBURN","BLACKBURN STINGERS U11 B1","ORLEANS RUSH U11 B2",""
"U9 - A","HLU9A037","2022-01-09","12:00","METCALFE HALF ICE 2","METCALFE JETS U9 A1","RUSSELL WARRIORS U9 A1",""
"U9 - B","HLU9B090","2022-01-09","12:00","POTVIN HALF ICE 2","LEITRIM HAWKS U9 B4","ORLEANS RUSH U9 B1",""
"U9 - C","HLU9C050","2022-01-09","12:00","METCALFE HALF ICE 1","METCALFE JETS U9 C1","BLACKBURN STINGERS 9C1",""
"U9 - C","HLU9C051","2022-01-09","12:00","POTVIN HALF ICE 1","ORLEANS RUSH U9 C1","METCALFE JETS U9 C2",""
"U11 B1 (New For 2022)","HLU11B163","2022-01-09","12:00","BLACKBURN","GLOUCESTER CENTRE COUGARS U11 B1","METCALFE JETS U11 B1",""
"U9 - A","HLU9A038","2022-01-09","13:00","POTVIN HALF ICE 1","ORLEANS RUSH U9 A1","LEITRIM HAWKS U9 A2",""
"U9 - A","HLU9A039","2022-01-09","13:00","POTVIN HALF ICE 2","BLACKURN STINGERS U9 A1","LEITRIM HAWKS U9 A1",""
"U9 - B","HLU9B088","2022-01-09","13:30","BARRETT WEST HALF ICE 1","METCALFE JETS U9 B1","BLACKBURN STINGERS U9 B2",""
"U9 - B","HLU9B089","2022-01-09","13:30","BARRETT WEST HALF ICE 2","METCALFE JETS U9 B2","GLOUCESTER CENTRE COUGARS U9 B1",""
"U11 - C","HLU11C33","2022-01-09","14:00","RUSSELL","RUSSELL WARRIORS U11 C1","ORLEANS RUSH U11 C1",""
"U13 - A","HLU13A32","2022-01-09","14:30","BARRETT WEST","LEITRIM HAWKS U13 A2","METCALFE JETS U13 A1",""
"U11 - A","HLU11A26","2022-01-09","15:00","RUSSELL","RUSSELL WARRIORS U11 A1","ORLEANS RUSH U11 A1",""
"U13 - B","HLU13B77","2022-01-09","15:00","SENECAL","BLACKBURN STINGERS U13 B1","LEITRIM HAWKS U13 B1",""
"U13 - C","HLU13C37","2022-01-09","15:00","EMBRUN","EMBRUN PANTHERS U13 C1","METCALFE JETS U13 C1",""
"U13 - B","HLU13B75","2022-01-09","15:30","BARRETT WEST","LEITRIM HAWKS U13 B2","METCALFE JETS U13 B2",""
"U18 - B2","HLU18277","2022-01-09","16:00","SENECAL","BLACKBURN STINGERS U18 B2","METCALFE JETS U18 B3",""
"U13 - C","HLU13C38","2022-01-09","16:30","MANLEY","BLACKBURN STINGERS U13 C1","LEITRIM HAWKS U13 C1",""
"U15 - B2","HLU15B252","2022-01-09","17:00","BLACKBURN","LEITRIM HAWKS U15 B2","GLOUCESTER CENTRE COUGARS U15 B2",""
"U18 - B2","HLU18278","2022-01-09","17:00","SENECAL","ORLEANS RUSH U18 B2","GLOUCESTER CENTRE COUGARS U18 B1",""
"U13 - B","HLU13B76","2022-01-09","17:30","MANLEY","ORLEANS RUSH U13 B2","RUSSELL WARRIORS U13 B2",""
"U15 - B2","HLU15B253","2022-01-09","18:00","BLACKBURN","BLACKBURN STINGERS U15 B2","LEITRIM HAWKS U15 B3",""
"U13 - C","HLU13C39","2022-01-09","18:30","MANLEY","ORLEANS RUSH U13 C1","RUSSELL WARRIORS U13 C1",""
"U15 - B1","HLU15B153","2022-01-09","19:00","BLACKBURN","ORLEANS RUSH U15 B1","RUSSELL WARRIORS U15 B1",""
"U21","HLU21B43","2022-01-09","19:00","RJ KENNEDY","CUMBERLAND GRADS U21 B1","METCALFE JETS U21 B1",""
"U18 - B1","HLU18B181","2022-01-10","20:00","BLACKBURN","BLACKBURN STINGERS U18 B1","LEITRIM HAWKS U18 B3",""
"U18 - A","HLU18A069","2022-01-10","21:00","BLACKBURN","ORLEANS RUSH U18 A1","METCALFE JETS U18 A1",""
"U21","HLU21B44","2022-01-11","20:30","RUSSELL","RUSSELL WARRIORS U21 B1","CUMBERLAND GRADS U21 B2",""
"U18 - A","HLU18A070","2022-01-12","20:30","BARRETT WEST","LEITRIM HAWKS U18 A1","BLACKBURN STINGERS U18 A1",""
"U18 - B2","HLU18279","2022-01-12","21:00","BLACKBURN","BLACKBURN STINGERS U18 B2","LEITRIM HAWKS U18 B2",""
"U18 - A","HLU18A071","2022-01-12","21:30","BARRETT WEST","LEITRIM HAWKS U18 A2","GLOUCESTER CENTRE COUGARS U18 A1",""
"U18 - B1","HLU18B182","2022-01-13","20:00","SENECAL","ORLEANS RUSH U18 B1","METCALFE JETS U18 B1",""
"U18 - B1","HLU18B183","2022-01-13","21:00","SENECAL","ORLEANS RUSH U18 B3","LEITRIM HAWKS U18 B1",""
"U18 - B2","HLU18280","2022-01-14","19:00","RUSSELL","RUSSELL WARRIORS U18 B2","BLACKBURN STINGERS U18 B2",""
"U18 - A","HLU18A072","2022-01-14","20:00","RUSSELL","RUSSELL WARRIORS U18 A1","METCALFE JETS U18 A1",""
"U13 - B","HLU13B82","2022-01-15","09:00","RUSSELL","RUSSELL WARRIORS U13 B2","BLACKBURN STINGERS U13 B1",""
"U11 - C","HLU11C34","2022-01-15","10:00","BLACKBURN","BLACKBURN STINGERS U11 C1","RUSSELL WARRIORS U11 C1",""
"U11 B1 (New For 2022)","HLU11B164","2022-01-15","11:00","BLACKBURN","GLOUCESTER CENTRE COUGARS U11 B2","GLOUCESTER CENTRE COUGARS U11 B1",""
"U11 B2 (New For 2022)","HLU11B263","2022-01-15","12:00","METCALFE","METCALFE JETS U11 B2","LEITRIM HAWKS U11 B2",""
"U11 B1 (New For 2022)","HLU11B165","2022-01-15","13:00","METCALFE","METCALFE JETS U11 B1","BLACKBURN STINGERS U11 B1",""
"U13 - C","HLU13C40","2022-01-15","14:00","ARMSTRONG","LEITRIM HAWKS U13 C1","RUSSELL WARRIORS U13 C1",""
"U13 - C","HLU13C41","2022-01-15","14:00","METCALFE","METCALFE JETS U13 C1","BLACKBURN STINGERS U13 C1",""
"U13 - B","HLU13B79","2022-01-15","15:00","ARMSTRONG","GLOUCESTER CENTRE COUGARS U13B1","ORLEANS RUSH U13 B2",""
"U13 - B","HLU13B80","2022-01-15","15:00","METCALFE","METCALFE JETS U13 B1","GLOUCESTER CENTRE COUGARS U13B2",""
"U13 - B","HLU13B81","2022-01-15","16:00","METCALFE","METCALFE JETS U13 B2","LEITRIM HAWKS U13 B3",""
"U13 - B","HLU13B83","2022-01-16","11:00","ARMSTRONG","GLOUCESTER CENTRE COUGARS U13B2","ORLEANS RUSH U13 B2",""
"U13 - B","HLU13B84","2022-01-16","12:00","ARMSTRONG","LEITRIM HAWKS U13 B3","METCALFE JETS U13 B1",""
"U13 - B","HLU13B85","2022-01-16","13:00","ARMSTRONG","LEITRIM HAWKS U13 B1","RUSSELL WARRIORS U13 B1",""
"U13 - A","HLU13A33","2022-01-16","14:00","ARMSTRONG","LEITRIM HAWKS U13 A1","LEITRIM HAWKS U13 A2",""
"U11 - A","HLU11A27","2022-01-16","15:00","SENECAL","ORLEANS RUSH U11 A1","METCALFE JETS U11 A1",""
"U11 - A","HLU11A28","2022-01-16","16:00","SENECAL","LEITRIM HAWKS U11 A1","RUSSELL WARRIORS U11 A1",""
"U11 - C","HLU11C35","2022-01-16","16:00","METCALFE","METCALFE JETS U11 C1","LEITRIM HAWKS U11 C1",""
"U18 - B2","HLU18281","2022-01-16","16:00","ARMSTRONG","LEITRIM HAWKS U18 B2","LEITRIM HAWKS U18 B4",""
"U11 B1 (New For 2022)","HLU11B166","2022-01-16","16:30","MANLEY","ORLEANS RUSH U11 B2","LEITRIM HAWKS U11 B3",""
"U13 - C","HLU13C42","2022-01-16","17:00","SENECAL","ORLEANS RUSH U13 C1","EMBRUN PANTHERS U13 C1",""
"U18 - B2","HLU18282","2022-01-16","17:00","METCALFE","METCALFE JETS U18 B2","GLOUCESTER CENTRE COUGARS U18 B1",""
"U11 B2 (New For 2022)","HLU11B264","2022-01-16","17:30","MANLEY","LEITRIM HAWKS U11 B1","METCALFE JETS U11 B2",""
"U13 - A","HLU13A34","2022-01-16","18:30","MANLEY","ORLEANS RUSH U13 A1","BLACKBURN STINGERS U13 A1",""
"U21","HLU21B45","2022-01-16","19:00","RJ KENNEDY","CUMBERLAND GRADS U21 B2","CLARENCE CASTORS U21 B1",""
"U18 - B1","HLU18B184","2022-01-17","20:00","BLACKBURN","BLACKBURN STINGERS U18 B1","LEITRIM HAWKS U18 B5",""
"U18 - A","HLU18A073","2022-01-17","21:00","BLACKBURN","BLACKBURN STINGERS U18 A1","ORLEANS RUSH U18 A1",""
"U21","HLU21B46","2022-01-17","21:00","BARRETT WEST","LEITRIM HAWKS U21 B1","RUSSELL WARRIORS U21 B1",""
"U21","HLU21B47","2022-01-18","20:30","METCALFE","METCALFE JETS U21 B1","LEITRIM HAWKS U21 B2",""
"U21","HLU21B49","2022-01-19","21:00","BARRETT WEST","LEITRIM HAWKS U21 B1","METCALFE JETS U21 B1",""
"U21","HLU21B48","2022-01-19","21:30","ARMSTRONG","GLOUCESTER CENTRE COUGARS U21B","CUMBERLAND GRADS U21 B1",""
"U15 - B2","HLU15B254","2022-01-21","18:00","POTVIN","GLOUCESTER CENTRE COUGARS U15 B2","LEITRIM HAWKS U15 B3",""
"U15 - B1","HLU15B154","2022-01-21","19:00","POTVIN","GLOUCESTER CENTRE COUGARS U15B1","RUSSELL WARRIORS U15 B1",""
"U18 - A","HLU18A074","2022-01-21","19:00","METCALFE","METCALFE JETS U18 A1","LEITRIM HAWKS U18 A1",""
"U18 - B2","HLU18283","2022-01-21","20:00","POTVIN","GLOUCESTER CENTRE COUGARS U18 B1","ORLEANS RUSH U18 B2",""
"U18 - A","HLU18A075","2022-01-21","21:00","POTVIN","GLOUCESTER CENTRE COUGARS U18 A1","RUSSELL WARRIORS U18 A1",""
"U9 - B","HLU9B094","2022-01-22","08:00","POTVIN HALF ICE 1","ORLEANS RUSH U9 B2","RUSSELL WARRIORS U9 B1",""
"U9 - B","HLU9B096","2022-01-22","08:00","POTVIN HALF ICE 2","BLACKBURN STINGERS U9 B2","METCALFE JETS U9 B1",""
"U9 - A","HLU9A040","2022-01-22","09:00","POTVIN HALF ICE 2","ORLEANS RUSH U9 A1","METCALFE JETS U9 A1",""
"U9 - B","HLU9B095","2022-01-22","09:00","POTVIN HALF ICE 1","GLOUCESTER CENTRE COUGARS U9 B1","RUSSELL WARRIORS U9 B2",""
"U9 - B","HLU9B092","2022-01-22","10:30","BARRETT WEST HALF ICE 2","METCALFE JETS U9 B2","ORLEANS RUSH U9 B1",""
"U9 - C","HLU9C053","2022-01-22","10:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 C1","RUSSELL WARRIORS U9 C1",""
"U9 - B","HLU9B093","2022-01-22","12:00","METCALFE HALF ICE 2","METCALFE JETS U9 B3","BLACKBURN STINGERS U9 B1",""
"U9 - C","HLU9C054","2022-01-22","12:00","METCALFE HALF ICE 1","METCALFE JETS U9 C1","ORLEANS RUSH U9 C1",""
"U13 - A","HLU13A35","2022-01-22","13:30","BARRETT WEST","METCALFE JETS U13 A1","BLACKBURN STINGERS U13 A1",""
"U9 - C","HLU9C055","2022-01-22","14:00","SENECAL HALF ICE 1","GLOUCESTER CENTRE COUGARS U9C1","METCALFE JETS U9 C2",""
"U9 - C","HLU9C056","2022-01-22","14:00","SENECAL HALF ICE 2","BLACKBURN STINGERS 9C1","LEITRIM HAWKS U9 C2",""
"U13 - A","HLU13A36","2022-01-22","14:30","BARRETT WEST","LEITRIM HAWKS U13 A2","ORLEANS RUSH U13 A1",""
"U15 - B1","HLU15B155","2022-01-22","15:30","BARRETT WEST","LEITRIM HAWKS U15 B4","METCALFE JETS U15 B1",""
"U15 - B1","HLU15B156","2022-01-22","16:30","BARRETT WEST","LEITRIM HAWKS U15 B1","BLACKBURN STINGERS U15 B1",""
"U13 - C","HLU13C43","2022-01-22","17:30","EMBRUN","EMBRUN PANTHERS U13 C1","ORLEANS RUSH U13 C1",""
"U15 - B2","HLU15B255","2022-01-22","17:30","BARRETT WEST","METCALFE JETS U15 B2","ORLEANS RUSH U15 B3",""
"U15 - A","HLU15A54","2022-01-22","18:30","BARRETT WEST","METCALFE JETS U15 A1","RUSSELL WARRIORS U15 A1",""
"U18 - B2","HLU18284","2022-01-22","19:00","BARRETT EAST","LEITRIM HAWKS U18 B2","METCALFE JETS U18 B3",""
"U15 - A","HLU15A55","2022-01-22","19:30","BARRETT WEST","LEITRIM HAWKS U15 A2","BLACKBURN STINGERS U15 A1",""
"U18 - B2","HLU18285","2022-01-22","20:00","BARRETT EAST","LEITRIM HAWKS U18 B4","GLOUCESTER CENTRE COUGARS U18 B1",""
"U18 - A","HLU18A076","2022-01-22","21:00","BARRETT EAST","LEITRIM HAWKS U18 A2","BLACKBURN STINGERS U18 A1",""
"U9 - B","HLU9B097","2022-01-23","10:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 B1","LEITRIM HAWKS U9 B4",""
"U9 - B","HLU9B098","2022-01-23","10:30","BARRETT WEST HALF ICE 2","LEITRIM HAWKS U9 B3","LEITRIM HAWKS U9 B2",""
"U9 - A","HLU9A041","2022-01-23","11:30","BARRETT WEST HALF ICE 1","BLACKURN STINGERS U9 A1","LEITRIM HAWKS U9 A2",""
"U9 - A","HLU9A042","2022-01-23","11:30","BARRETT WEST HALF ICE 2","ORLEANS RUSH U9 A1","LEITRIM HAWKS U9 A1",""
"U15 - B2","HLU15B257","2022-01-23","12:00","POTVIN","ORLEANS RUSH U15 B2","GLOUCESTER CENTRE COUGARS U15 B2",""
"U15 - B2","HLU15B258","2022-01-23","13:00","POTVIN","BLACKBURN STINGERS U15 B2","METCALFE JETS U15 B2",""
"U13 - A","HLU13A38","2022-01-23","16:00","METCALFE","METCALFE JETS U13 A1","ORLEANS RUSH U13 A1",""
"U13 - C","HLU13C44","2022-01-23","16:00","FRIEL1","BLACKBURN STINGERS U13 C1","METCALFE JETS U13 C1",""
"U13 - A","HLU13A37","2022-01-23","17:00","FRIEL1","BLACKBURN STINGERS U13 A1","LEITRIM HAWKS U13 A2",""
"U15 - A","HLU15A56","2022-01-23","17:30","MANLEY","ORLEANS RUSH U15 A1","GLOUCESTER CENTRE COUGARS U15A1",""
"U15 - B2","HLU15B256","2022-01-23","18:00","FRIEL1","ORLEANS RUSH U15 B3","LEITRIM HAWKS U15 B2",""
"U18 - B2","HLU18286","2022-01-23","18:30","MANLEY","ORLEANS RUSH U18 B2","BLACKBURN STINGERS U18 B2",""
"U15 - B1","HLU15B157","2022-01-23","19:00","POTVIN","ORLEANS RUSH U15 B1","METCALFE JETS U15 B1",""
"U21","HLU21B50","2022-01-23","19:00","CLARENCE","CLARENCE CASTORS U21 B1","METCALFE JETS U21 B1",""
"U21","HLU21B51","2022-01-23","19:00","RJ KENNEDY","CUMBERLAND GRADS U21 B2","LEITRIM HAWKS U21 B1",""
"U15 - B1","HLU15B158","2022-01-23","20:00","POTVIN","BLACKBURN STINGERS U15 B1","GLOUCESTER CENTRE COUGARS U15B1",""
"U18 - B1","HLU18B185","2022-01-24","20:00","BLACKBURN","BLACKBURN STINGERS U18 B1","ORLEANS RUSH U18 B3",""
"U18 - A","HLU18A077","2022-01-24","21:00","BLACKBURN","BLACKBURN STINGERS U18 A1","METCALFE JETS U18 A1",""
"U18 - B1","HLU18B186","2022-01-25","20:00","METCALFE","METCALFE JETS U18 B1","LEITRIM HAWKS U18 B3",""
"U21","HLU21B52","2022-01-25","20:30","RUSSELL","RUSSELL WARRIORS U21 B1","CUMBERLAND GRADS U21 B1",""
"U18 - B2","HLU18287","2022-01-25","21:00","METCALFE","METCALFE JETS U18 B3","GLOUCESTER CENTRE COUGARS U18 B1",""
"U15 - B2","HLU15B259","2022-01-26","20:00","BLACKBURN","BLACKBURN STINGERS U15 B2","LEITRIM HAWKS U15 B2",""
"U18 - B2","HLU18288","2022-01-26","20:30","BARRETT WEST","LEITRIM HAWKS U18 B2","ORLEANS RUSH U18 B2",""
"U15 - B1","HLU15B159","2022-01-26","21:00","BLACKBURN","LEITRIM HAWKS U15 B1","ORLEANS RUSH U15 B1",""
"U18 - A","HLU18A078","2022-01-26","21:30","BARRETT WEST","LEITRIM HAWKS U18 A2","RUSSELL WARRIORS U18 A1",""
"U15 - B1","HLU15B160","2022-01-27","19:00","RUSSELL","RUSSELL WARRIORS U15 B1","GLOUCESTER CENTRE COUGARS U15B1",""
"U15 - A","HLU15A57","2022-01-27","20:00","RUSSELL","RUSSELL WARRIORS U15 A1","METCALFE JETS U15 A1",""
"U18 - B1","HLU18B188","2022-01-28","19:00","RUSSELL","RUSSELL WARRIORS U18 B1","ORLEANS RUSH U18 B1",""
